,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
302,88.0,432732.0,Cookson Hills Christian School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13955,Kansas,nan,76834.0,2.66,Executive Director,44858.0,96.42,138304,17300278,418337.0,91.14,0,2307754,OK,2457490,Human Services,"Youth Development, Shelter, and Crisis Services"
303,96.0,119530.0,Cookie Cart,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17388,Minneapolis,nan,114102.0,7.2,Executive Director,-11335.0,81.57,298496,1785172,-20652.0,86.66,0,1166226,MN,1079783,Human Services,"Youth Development, Shelter, and Crisis Services"
304,81.0,159975.0,Convalescent Aid Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14710,Pasadena,nan,,,nan,3731.0,85.41,63034,5888918,269223.0,83.06,0,691657,CA,615130,Health,Patient and Family Support
305,100.0,3520796.0,Convoy of Hope,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7276,Springfield,nan,275118.0,0.21,"President, Co-Founder",1957082.0,95.0,8441102,41214540,849740.0,96.46,0,114123306,MO,126827379,Human Services,Multipurpose Human Service Organizations
306,66.0,264618.0,Continental Baptist Missions,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15297,Rockford,nan,64227.0,2.7,President,24180.0,85.0,44832,2192032,15616.0,73.72,0,2068564,MI,2386025,Religion,Religious Activities
307,86.0,533189.0,The Contemporary Austin,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3333,Austin,nan,312000.0,5.41,Executive Director,1539204.0,86.69,761104,21206692,304129.0,86.34,0,4464985,TX,5392615,"Arts, Culture, Humanities",Museums
308,89.0,1589123.0,Contemporary Jewish Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13644,San Francisco,nan,305610.0,2.91,Executive Director,-54238.0,71.72,1639058,53841271,4538651.0,78.54,0,7272084,CA,5388124,"Arts, Culture, Humanities",Museums
309,89.0,315521.0,Contemporary Arts Museum Houston,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15384,Houston,nan,193732.0,6.6,Director,155850.0,80.25,418001,8837051,303006.0,84.01,0,2201792,TX,2589776,"Arts, Culture, Humanities",Museums
310,89.0,362983.0,"Contemporary Arts Center, New Orleans",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3567,New Orleans,nan,135000.0,3.83,Executive Director,-266260.0,87.02,505747,8990674,1107855.0,87.96,0,2649774,LA,1944595,"Arts, Culture, Humanities",Performing Arts
311,89.0,467702.0,"Contemporary Arts Center, Cincinnati",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5183,Cincinnati,nan,138854.0,2.94,"Director, Chief Curator",-1758293.0,83.48,469941,27247309,1074187.0,85.96,0,3774077,OH,1803528,"Arts, Culture, Humanities",Museums
312,92.0,110902.0,Contemporary Art Museum St. Louis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15787,St. Louis,nan,160282.0,5.8,Executive Director,5934941.0,93.03,325616,17945304,234364.0,92.49,0,2323085,MO,8329269,"Arts, Culture, Humanities",Museums
313,96.0,347231.0,Constitutional Rights Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9804,Los Angeles,nan,150000.0,7.48,President,-176379.0,76.11,96555,5237338,273849.0,82.87,0,1561455,CA,1164168,Education,Youth Education Programs and Services
314,92.0,860970.0,Consortium for Graduate Study in Management,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3565,Chesterfield,nan,273720.0,0.79,"Executive Director, CEO",560765.0,79.83,472251,3906471,49288.0,84.65,0,33055954,MO,1751267,Education,Youth Education Programs and Services
315,100.0,380510.0,Conservation Strategy Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12333,Arcata,nan,125000.0,5.14,Executive Dir.,-418943.0,94.01,9584,2253593,879.0,95.76,0,2039304,CA,1266497,Environment,Environmental Protection and Conservation
316,97.0,131192.0,Conservation Northwest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4245,Bellingham,nan,93164.0,4.58,Executive Director,120258.0,90.92,269053,1544995,617.0,93.23,0,1633677,WA,2117782,Environment,Environmental Protection and Conservation
317,96.0,160650.0,Conservation Minnesota,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17240,MINNEAPOLIS           ,nan,96786.0,6.16,Executive Director,-186347.0,90.0,55051,465527,1149.0,92.38,0,1354703,MN,1366728,Environment,Environmental Protection and Conservation
318,92.0,1565015.0,Conservation Law Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3563,Boston,nan,128994.0,1.63,Interim President,2104289.0,92.94,743269,17421430,961686.0,92.45,0,5601408,MA,8449232,Environment,Environmental Protection and Conservation
319,89.0,215006.0,Constitutional Accountability Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16488,Washington,nan,189173.0,8.2,President,502292.0,90.31,305158,2535294,13706.0,89.63,0,1784909,DC,2793659,Research and Public Policy,Social and Public Policy Research
320,100.0,2494677.0,The Conservation Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4537,Arlington,nan,526440.0,0.24,"President, CEO",-2274794.0,97.5,1720989,544829303,4776008.0,98.23,0,213606732,VA,96181366,Environment,Environmental Protection and Conservation
321,93.0,126805.0,Conservation Colorado Education Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7899,Denver,nan,68461.0,3.75,Executive Director,51303.0,100.0,145817,2172613,58227.0,95.05,0,1549057,CO,1814755,Environment,Environmental Protection and Conservation
322,100.0,897260.0,Conservancy of Southwest Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5567,Naples,nan,216703.0,2.83,CEO,-517003.0,89.26,883596,49355231,-282829.0,92.4,0,5861110,FL,7050240,Environment,Environmental Protection and Conservation
323,77.0,313322.0,Copperhead Charities,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13967,Palm Harbor,nan,243400.0,2.26,Tournament Director,223548.0,0.0,6744579,1589106,8427.0,27.44,0,3692114,FL,6672505,Human Services,Multipurpose Human Service Organizations
324,100.0,15214469.0,Conservation International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3562,Arlington,nan,565022.0,0.38,Chief Executive Officer,59357889.0,88.19,9603735,316863047,3993081.0,91.64,0,123479821,VA,190116513,Environment,Environmental Protection and Conservation
325,82.0,101747.0,The Conservation Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15428,Bend,nan,147042.0,7.35,Executive Director,320768.0,91.5,72271,5517194,243753.0,85.92,0,1824274,OR,1877404,Environment,Environmental Protection and Conservation
326,89.0,1304682.0,Connie Maxwell Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8862,Greenwood,nan,125804.0,1.31,President,963941.0,85.45,903867,103065842,4879602.0,87.1,0,7377003,SC,5358725,Human Services,Children's and Family Services
327,97.0,995664.0,Conquer Cancer Foundation of the American Society of Clinical Oncology,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8981,Alexandria,nan,,,Chief Executive Officer,467747.0,97.5,3999634,57891825,564718.0,97.23,0,25076063,VA,29974390,Health,Medical Research
328,100.0,74367.0,Conservation Foundation of the Gulf Coast,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14066,Osprey,nan,114118.0,4.85,President,370275.0,100.0,122438,28917639,1642.0,100.0,0,2153215,FL,2646303,Environment,Environmental Protection and Conservation
329,93.0,174875.0,Connecticut Landmarks,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15611,Hartford,nan,101889.0,7.34,Executive Director,-740314.0,87.07,123127,14242048,34878.0,89.6,0,1088391,CT,523948,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
330,89.0,376075.0,Conservancy for Cuyahoga Valley National Park,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17100,Peninsula,nan,125184.0,3.38,Chief Executive Officer,150454.0,68.92,607980,2255858,-125868.0,76.68,0,2708814,OH,2603884,Environment,"Botanical Gardens, Parks, and Nature Centers"
331,85.0,1787939.0,Connecticut Legal Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4905,Middletown,nan,124155.0,1.04,Executive Director,-146975.0,73.24,474605,-2504641,67168.0,78.3,0,9591236,CT,11391958,Human and Civil Rights,Advocacy and Education
332,92.0,2744081.0,Connecticut Public Broadcasting,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3560,Hartford,nan,367758.0,1.72,"President, CEO",-1193493.0,81.31,3482495,19673307,3783081.0,85.62,1082755,15038794,CT,9285119,"Arts, Culture, Humanities",Public Broadcasting and Media
333,100.0,915167.0,Connecticut Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10714,Newington,nan,175611.0,1.91,Executive Director,-467042.0,92.83,1067593,81033107,3785167.0,94.93,0,7210119,CT,3028111,Animals,"Animal Rights, Welfare, and Services"
334,100.0,71494.0,The Conservation Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10035,Naperville,nan,154556.0,8.94,"President, CEO",782009.0,88.17,280534,6647850,219360.0,91.63,0,1375923,IL,1979233,Environment,Environmental Protection and Conservation
335,93.0,401644.0,Connecticut Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4907,Hartford,nan,152573.0,5.25,Chief Executive Officer,-169801.0,76.71,454923,44010249,1346518.0,82.8,0,2048128,CT,1170612,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
336,93.0,403609.0,Conservation Lands Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13990,Durango,nan,150000.0,3.01,Executive Director,-1988410.0,96.44,517095,7066111,21526.0,94.44,0,4059519,CO,2970287,Environment,Environmental Protection and Conservation
337,93.0,535737.0,Connecticut Fund for the Environment,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7563,New Haven,nan,122039.0,2.38,Executive Director,-467377.0,92.17,638768,7400005,175408.0,92.57,0,3944001,CT,4475721,Environment,Environmental Protection and Conservation
338,89.0,133293.0,The Connecticut Forum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14644,Hartford,nan,139892.0,9.73,"Vice President, Executive Director",128710.0,72.16,162418,129188,2565.0,78.83,0,1141937,CT,1088188,Education,Adult Education Programs and Services
339,89.0,237711.0,Connections for Abused Women and their Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12899,Chicago,nan,106090.0,6.15,Executive Director,136201.0,96.0,74975,2769636,187649.0,91.72,0,1410116,IL,1671354,Human Services,Social Services
340,92.0,1101677.0,Connecticut Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4906,Wallingford,nan,111053.0,0.26,Chief Executive Officer,616700.0,88.78,1359909,18130877,84132.0,90.25,0,39287380,CT,40945209,Human Services,"Food Banks, Food Pantries, and Food Distribution"
341,96.0,150238.0,Connecticut Cancer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11713,Old Saybrook,nan,87295.0,9.04,"Executive Director, President",404482.0,89.01,85802,6847820,189708.0,91.73,0,729610,CT,1180424,Health,Patient and Family Support
342,96.0,185795.0,Connecticut Association for Human Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15444,Hartford,nan,110585.0,7.57,Executive Director,-37280.0,75.0,42926,333800,1867.0,82.09,0,1230928,CT,1274889,Research and Public Policy,Social and Public Policy Research
343,96.0,595502.0,Connecticut Audubon Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4536,Fairfield,nan,150000.0,4.62,President,-498470.0,81.41,270528,22928725,525819.0,86.55,0,2374224,CT,1113249,Environment,Environmental Protection and Conservation
344,89.0,387021.0,ConnCAN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14555,New Haven,nan,204272.0,7.55,Chief Executive Officer,-672269.0,92.01,190453,2012480,-8304.0,90.38,0,2125995,CT,2039504,Education,Education Policy and Reform
345,85.0,813445.0,Congressional Black Caucus Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15471,Washington,nan,279470.0,3.82,"President, CEO",-796693.0,98.17,537623,10160752,25425.0,89.31,0,5958120,DC,6329185,Research and Public Policy,Social and Public Policy Research
346,100.0,349371.0,Congressional Medal of Honor Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14793,Arlington,nan,237500.0,5.82,President,-457218.0,99.94,69582,12035543,198721.0,99.95,0,3661011,VA,3424025,Human and Civil Rights,Advocacy and Education
347,89.0,211606.0,Connect2Help 2-1-1,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15726,Indianapolis,nan,121684.0,5.94,"President, CEO",365483.0,92.5,50461,918681,987.0,90.58,0,1784382,IN,1007273,Human Services,Social Services
348,89.0,157445.0,Conexión Américas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14643,Nashville,nan,82000.0,4.15,Executive Director,377652.0,95.0,76031,4376916,-108711.0,91.45,0,1739710,TN,2439461,Human Services,Social Services
349,89.0,276396.0,Concord Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15554,Concord,nan,153170.0,7.28,Executive Director,6662023.0,82.53,480443,15958312,727725.0,85.4,0,1345166,MA,7750927,"Arts, Culture, Humanities",Museums
350,62.0,306248.0,The Concord Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8755,Arlington,nan,,,nan,101636.0,77.64,128625,733841,166578.0,68.82,0,830515,VA,1186468,Human and Civil Rights,Advocacy and Education
351,89.0,171613.0,The Concilio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16529,Dallas,nan,146260.0,8.55,CEO,214244.0,88.39,176327,802338,-73507.0,88.69,0,1361540,TX,1512331,Human Services,Children's and Family Services
352,85.0,133687.0,Concert Artists Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9262,New York,nan,123000.0,7.7,President,-57785.0,76.07,190629,813067,134583.0,80.02,0,1271865,NY,578815,"Arts, Culture, Humanities",Performing Arts
353,97.0,212792.0,Concerns of Police Survivors,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8402,Camdenton,nan,120878.0,3.29,Executive Director,787886.0,96.82,212033,7082745,1234130.0,96.9,0,3238744,MO,3058108,Human Services,Multipurpose Human Service Organizations
354,81.0,248931.0,Concerned Women for America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3557,Washington,nan,176185.0,4.53,"CEO, President",130876.0,65.5,636718,180189,15034.0,72.14,0,2999279,DC,4000770,Human and Civil Rights,Advocacy and Education
355,97.0,1685773.0,"Concern Worldwide US, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3556,New York,nan,212500.0,0.49,CEO,-1064182.0,85.0,1637595,6981432,-448417.0,89.18,0,39246599,NY,41954202,International,Development and Relief Services
356,92.0,236064.0,Concern America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10614,Santa Ana,nan,65552.0,5.55,Executive Director,-33130.0,62.54,111792,-94329,78200.0,72.91,0,832035,CA,1062462,International,Development and Relief Services
357,89.0,1360153.0,The Computer History Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8714,Mountain View,nan,347414.0,2.8,"President, CEO",720303.0,94.15,1182668,64498364,1803943.0,91.19,0,9858546,CA,10294028,"Arts, Culture, Humanities",Museums
358,96.0,487748.0,Competitive Enterprise Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7847,Washington,nan,,,President,-107370.0,77.57,1182377,2242585,-145053.0,83.88,0,6141008,DC,6903266,Research and Public Policy,Social and Public Policy Research
359,92.0,216605.0,Compassionate Care ALS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17384,West Falmouth,nan,62308.0,5.33,Executive Director,197119.0,79.64,110749,1508677,204873.0,84.53,0,839698,MA,1155240,Health,Patient and Family Support
360,100.0,67917901.0,Compassion International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3555,Colorado Springs,nan,340940.0,0.04,President & CEO,6506798.0,79.4,89374451,213525144,3910763.0,85.43,0,659634962,CO,819523349,International,Development and Relief Services
361,90.0,1789452.0,Compassion & Choices,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7621,Denver,nan,230000.0,1.37,President,-1208832.0,98.94,1243726,17847732,-160470.0,92.88,0,13749901,CO,15734717,Human and Civil Rights,Advocacy and Education
362,96.0,650087.0,CompassPoint Nonprofit Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8136,Oakland,nan,143552.0,3.67,Chief Executive Officer,2824787.0,87.27,95839,4486125,13157.0,90.56,0,3155578,CA,4951486,Community Development,Housing and Neighborhood Development
