,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions,org_type,org_category
200,100.0,2118592.0,The Dallas Opera,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5702,Dallas,nan,440547.0,2.17,General Director & CEO,-1377.0,87.42,2100680,12202867,75893.0,91.1,0,16073056,TX,15504411,"Arts, Culture, Humanities",Performing Arts
201,90.0,6465954.0,Dallas Museum of Art,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3594,Dallas,nan,719426.0,2.31,Executive Director,-3292261.0,78.81,3269342,197569408,6038598.0,83.43,0,21372874,TX,17480878,"Arts, Culture, Humanities",Museums
202,93.0,379803.0,Dallas Life Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10144,Dallas,nan,87734.0,2.1,Executive Director,-460375.0,96.27,323090,2220929,128942.0,94.39,0,3469514,TX,3157593,Human Services,Homeless Services
203,89.0,200270.0,Dallas Contemporary,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17459,Dallas,nan,140990.0,8.34,Executive Director,61020.0,79.37,292283,3357094,-72146.0,83.46,0,1197727,TX,1823446,"Arts, Culture, Humanities",Performing Arts
204,88.0,1958290.0,Dallas Area Habitat for Humanity,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8707,Dallas,nan,201532.0,1.04,Chief Executive Officer,-2607662.0,85.0,1190511,23628021,2344779.0,86.41,0,16092857,TX,8032425,Community Development,Housing and Neighborhood Development
205,71.0,263804.0,Dalit Freedom Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11649,Virginia Beach,nan,75000.0,5.24,President,254596.0,79.98,180352,1074091,2884.0,75.08,0,984420,VA,1680288,International,"International Peace, Security, and Affairs"
206,89.0,3866813.0,The Dallas Arboretum and Botanical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3593,Dallas,nan,387197.0,1.53,President,-758414.0,91.47,1643798,77888009,1128822.0,90.15,0,19735382,TX,12692681,Environment,"Botanical Gardens, Parks, and Nature Centers"
207,77.0,170912.0,Dakota Indian Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8767,Chamberlain,nan,21207.0,3.58,Executive Director,-50333.0,0.0,323032,339562,20333.0,27.44,0,97908,SD,521186,Human Services,Social Services
208,96.0,291930.0,Dakin Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14088,Springfield,nan,37894.0,1.15,Executive Director,126024.0,86.43,279398,5044524,94066.0,89.99,0,2709129,MA,1575748,Animals,"Animal Rights, Welfare, and Services"
209,96.0,304663.0,CURE Childhood Cancer,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9601,Atlanta,nan,214447.0,4.95,Executive Director,811436.0,95.0,387855,2650808,55444.0,95.47,0,3636654,GA,5078775,Health,Medical Research
210,100.0,708355.0,Cure Alzheimer's Fund,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12603,Wellesley Hills,nan,216933.0,1.31,President & CEO,-358278.0,97.5,662484,11899515,-63706.0,98.23,0,15144595,MA,16220862,Health,Medical Research
211,71.0,569275.0,D. James Kennedy Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3570,Fort Lauderdale,nan,136794.0,2.7,President,-105255.0,73.78,643962,3573577,24847.0,72.35,0,3850942,FL,4892892,Religion,Religious Media and Broadcasting
212,96.0,510347.0,D.A.R.E. America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3591,Inglewood,nan,225948.0,2.18,President,120481.0,62.5,5199118,1724382,1998326.0,73.33,0,4632507,CA,8464127,Health,Treatment and Prevention Services
213,68.0,59054.0,D.E.L.T.A. Rescue (Dedication and Everlasting Love to Animals),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3603,Glendale,nan,,,President,1518665.0,98.96,622252,11871838,99337.0,77.36,0,6906704,CA,9007338,Animals,"Animal Rights, Welfare, and Services"
214,96.0,145935.0,Cultural Survival,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10875,Cambridge,nan,112050.0,7.6,Executive Director,43975.0,76.71,146464,207009,7198.0,83.29,0,1180159,MA,1109778,Human and Civil Rights,Advocacy and Education
215,100.0,1474188.0,The Cummer Museum of Art & Gardens,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10862,Jacksonville,nan,132692.0,2.76,Executive Director,654741.0,80.69,476122,45031993,1244250.0,86.34,0,2850438,FL,3812003,"Arts, Culture, Humanities",Museums
216,100.0,1238934.0,D.C. Central Kitchen,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16707,Washington,nan,176988.0,1.17,CEO,1201449.0,88.38,913941,4366331,25735.0,91.78,0,12871651,DC,8108391,Human Services,Social Services
217,70.0,88285.0,CSB Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7816,Hamburg,nan,53500.0,7.44,Regional Director,7462.0,70.82,71482,27226,72991.0,70.4,0,558651,NY,591919,Religion,Religious Activities
218,96.0,338538.0,D.C. Bar Pro Bono Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12330,Washington,nan,176158.0,6.19,Executive Director,-85992.0,92.43,240924,2847911,91997.0,93.94,0,2264220,DC,2649303,Human and Civil Rights,Advocacy and Education
219,73.0,216941.0,The CT Challenge,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13894,Southport,nan,180000.0,7.04,President,88946.0,94.77,221780,2226102,48146.0,80.55,0,2115855,CT,2471513,Health,Patient and Family Support
220,92.0,227200.0,Curamericas Global,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10431,Raleigh,nan,,,nan,-35232.0,72.07,17283,214898,43385.0,79.45,0,1168520,NC,1334386,International,Development and Relief Services
221,58.0,136761.0,Crystal Peaks Youth Ranch,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12855,Bend,nan,,,nan,2017032.0,94.61,222617,6284267,29348.0,70.05,0,1186999,OR,3480103,Human Services,"Youth Development, Shelter, and Crisis Services"
222,78.0,211027.0,Cumberland Presbyterian Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15402,Denton,nan,,,nan,-774249.0,92.59,177168,13173338,791599.0,83.58,0,2530583,TX,708088,Human Services,Children's and Family Services
223,78.0,193194.0,The Crystal Charity Ball,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7892,Dallas,nan,,,nan,1463594.0,94.82,941776,13082363,-1038266.0,84.01,0,5112111,TX,8748941,Human Services,Children's and Family Services
224,92.0,207006.0,Crown Point Community Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17343,Crown Point,nan,24519.0,1.69,President,268664.0,78.28,164296,21748658,545407.0,83.63,0,1074341,IN,1163719,Community Development,Community Foundations
225,100.0,1216174.0,Crown Financial Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3501,Knoxville,nan,168194.0,3.58,Chief Executive Officer,772238.0,57.14,764262,2707377,575410.0,69.69,0,2708569,TN,4719726,Religion,Religious Media and Broadcasting
226,89.0,331641.0,Crosstown Learning Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15490,Tulsa,nan,118114.0,4.63,Executive Director,-726038.0,99.74,44761,8972099,46235.0,92.21,0,2171511,OK,954031,Human Services,Children's and Family Services
227,92.0,585042.0,Crow Canyon Archaeological Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14355,Cortez,nan,127966.0,2.71,President & CEO,-455075.0,82.7,467658,22795059,523468.0,86.52,0,3656598,CO,2482280,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
228,93.0,206058.0,Crosswinds Youth Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11337,Cocoa,nan,145238.0,4.74,"President, CEO",298034.0,85.0,124371,3894264,92237.0,88.29,0,2731990,FL,3268216,Human Services,Children's and Family Services
229,100.0,91590.0,Crossroads Urban Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10460,Salt Lake City,nan,63725.0,4.06,Executive Director,128757.0,88.42,99143,1582367,62082.0,91.81,0,1376680,UT,1588398,Human Services,Social Services
230,89.0,114193.0,Crossroads of Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14416,Detroit,nan,63950.0,4.85,Executive Director,-51800.0,93.94,12252,1914735,54894.0,91.11,0,1191411,MI,1211162,Human Services,Social Services
231,89.0,162059.0,Crossroads Prison Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11267,Grand Rapids,nan,24053.0,1.61,Executive Director,-6620.0,90.0,102467,2109879,41556.0,89.48,0,1224630,MI,1440980,Religion,Religious Activities
232,39.0,22403.0,Crossroads Nogales Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10847,Nogales,nan,,,Director,6973.0,82.5,92201,310443,11131.0,55.12,0,696499,AZ,806945,Human Services,Homeless Services
233,88.0,197225.0,Cross Roads House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13269,Portsmouth,nan,81529.0,6.46,Executive Director,-32589.0,89.92,67943,5910800,370246.0,88.91,0,996221,NH,858554,Human Services,Homeless Services
234,96.0,179979.0,CrossOver Healthcare Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11026,Richmond,nan,108792.0,1.36,Executive Director,356440.0,86.6,299575,1639608,180106.0,90.11,0,7471382,VA,7504869,Health,Treatment and Prevention Services
235,100.0,1651183.0,Cross International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11283,Pompano Beach,nan,34940.0,0.03,President,-582115.0,76.32,2891176,401858,3289.0,83.25,0,89051057,FL,92865285,International,Humanitarian Relief Supplies
236,65.0,59018.0,Crossroads Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11038,Hastings,nan,,,nan,548031.0,88.5,126833,3023205,187856.0,73.94,0,1063136,NE,1586735,Human Services,Homeless Services
237,96.0,1636936.0,Crossnore School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6272,Crossnore,nan,213095.0,2.4,Executive Director,-1279753.0,96.3,152200,21865140,578658.0,96.14,0,7074834,NC,3334232,Human Services,"Youth Development, Shelter, and Crisis Services"
238,89.0,353696.0,Crooked Tree Arts Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15240,Petoskey,nan,91715.0,3.98,President,-362717.0,84.13,334003,7352812,270699.0,86.34,0,1616165,MI,1174508,"Arts, Culture, Humanities",Performing Arts
239,96.0,8277088.0,Crohn's & Colitis Foundation of America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3587,New York,nan,326752.0,0.48,"President, CEO",-130519.0,83.28,4864100,10515576,1259484.0,87.84,0,54312020,NY,65605925,Health,"Diseases, Disorders, and Disciplines"
240,60.0,221488.0,Crisis Pregnancy Center of Tidewater,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17360,Chesapeake,nan,111409.0,7.72,President,125113.0,88.63,87969,968150,256659.0,70.59,0,1133508,VA,1311419,Health,Treatment and Prevention Services
241,89.0,197254.0,Crisis Pregnancy Centers of Greater Phoenix,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14052,Glendale,nan,62770.0,3.56,President,-1841.0,90.59,136239,1945030,4804.0,89.76,0,1425839,AZ,1741543,Health,Treatment and Prevention Services
242,100.0,339805.0,Crisis Control Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8592,Winston-Salem,nan,95469.0,1.9,Executive Director,-56271.0,88.05,299056,2064432,23414.0,91.55,0,4363022,NC,4922198,Human Services,Social Services
243,100.0,4888548.0,CRISTA Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3586,Seattle,nan,212956.0,0.19,"President, CEO",5692045.0,86.89,6129023,101362901,2687631.0,90.72,0,98522200,WA,43239188,Religion,Religious Activities
244,96.0,333006.0,Crisis Assistance Ministry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9867,Charlotte,nan,141920.0,0.93,Chief Executive Officer,340015.0,85.54,720775,7378393,16051.0,89.39,0,14068894,NC,15446639,Human Services,Social Services
245,85.0,115742.0,The Crisis Center of Johnson County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16453,Iowa City,nan,77464.0,2.19,Executive Director,37446.0,95.0,205894,2273206,92797.0,88.81,0,3204551,IA,2953022,Human Services,Social Services
246,100.0,192948.0,Crisis Aid International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11448,St. Louis,nan,,,President,395021.0,95.84,29706,1763876,1156.0,97.05,0,2002703,MO,2619222,International,Development and Relief Services
247,70.0,394605.0,Crescent Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11705,Indianapolis,nan,88000.0,5.37,CEO,-13093.0,73.88,162935,207325,91832.0,71.87,0,1079235,IN,1421995,Religion,Religious Activities
248,81.0,386561.0,Creative Time,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16345,New York,nan,247560.0,5.94,President and Artistic Director,-192123.0,90.07,330432,2462957,-287749.0,84.84,0,3449894,NY,4074763,"Arts, Culture, Humanities",Performing Arts
249,89.0,166337.0,Creede Repertory Theatre,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14395,Creede,nan,49833.0,3.33,Executive Director,-144118.0,96.64,54572,3986960,50796.0,91.86,0,1275345,CO,705907,"Arts, Culture, Humanities",Performing Arts
250,89.0,335797.0,Creative Commons,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11730,Mountain View,nan,,,Chief Executive Officer,-1043520.0,82.5,244232,1313377,-3139.0,85.38,0,2166435,CA,1706083,Research and Public Policy,Social and Public Policy Research
251,52.0,677780.0,Creative Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14094,Manheim,nan,84445.0,4.9,President,343696.0,70.07,147526,13481484,295038.0,60.0,0,896480,PA,1270915,Religion,Religious Media and Broadcasting
252,96.0,515497.0,Creative Capital Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17200,New York,nan,220260.0,2.61,Executive Director,-1644357.0,96.6,528428,10966725,214823.0,96.28,0,7369231,NY,6284690,"Arts, Culture, Humanities",Performing Arts
253,81.0,338547.0,Creative Action,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16527,Austin,nan,76538.0,2.54,Executive Director,7250.0,93.8,224511,2748080,33475.0,85.86,0,2440682,TX,1337311,Human Services,"Youth Development, Shelter, and Crisis Services"
254,96.0,762547.0,Cradles to Crayons,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12402,Boston,nan,175862.0,1.12,"President, CEO",511481.0,95.0,1270736,7957998,151708.0,95.47,0,13649327,MA,16042383,Human Services,Children's and Family Services
255,92.0,156962.0,Crayons to Computers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11419,Cincinnati,nan,107590.0,0.91,"President, CEO",894863.0,90.0,265526,14209091,13850.0,90.94,0,11285161,OH,12588662,Education,Youth Education Programs and Services
256,96.0,557405.0,CREATE Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5136,Tupelo,nan,218432.0,2.1,President,9013850.0,97.38,237726,101840264,1833443.0,96.61,0,9589170,MS,17540192,Community Development,Community Foundations
257,78.0,212477.0,Cradle Beach,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16053,Angola,nan,113931.0,4.15,Chief Executive Officer,508146.0,97.41,170293,5920349,367266.0,84.33,0,2358552,NY,2681455,Human Services,"Youth Development, Shelter, and Crisis Services"
258,100.0,544123.0,The Cradle,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6142,Evanston,nan,176153.0,2.5,President,-2168012.0,73.78,1027422,16190132,460763.0,81.45,0,5467976,IL,1638184,Human Services,Children's and Family Services
259,100.0,827807.0,Covenant House Washington,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6748,Washington,nan,174327.0,3.24,Executive Director,-1094232.0,88.26,160920,4311258,-27288.0,91.69,0,4381192,DC,4113709,Human Services,"Youth Development, Shelter, and Crisis Services"
260,78.0,63372.0,Coyote Hill Christian Children's Home,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17429,Harrisburg,nan,71801.0,6.06,Executive Director,363444.0,97.35,110880,2632654,97822.0,84.33,0,1009741,MO,1148281,Human Services,"Youth Development, Shelter, and Crisis Services"
261,100.0,1442316.0,Covenant House New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3584,New York,nan,,,Interim Executive Director,-388461.0,83.09,27100,2272846,5782.0,88.04,0,19695807,NY,20314048,Human Services,"Youth Development, Shelter, and Crisis Services"
262,100.0,592086.0,Covenant House New Orleans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9608,New Orleans,nan,135294.0,2.66,Executive Director,521871.0,96.75,216664,5953389,27014.0,97.7,0,4262897,LA,4938585,Human Services,"Youth Development, Shelter, and Crisis Services"
263,100.0,816529.0,Covenant House New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9370,Newark,nan,,,President/ CEO,-119463.0,92.33,513905,12697371,-116151.0,94.57,0,9179590,NJ,10482004,Human Services,"Youth Development, Shelter, and Crisis Services"
264,97.0,253075.0,Covenant House Missouri,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8182,St. Louis,nan,145764.0,3.91,Executive Director,-501079.0,90.0,107886,2675896,-17603.0,92.61,0,3357702,MO,3219544,Human Services,"Youth Development, Shelter, and Crisis Services"
265,100.0,628945.0,Covenant House Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10060,Detroit,nan,154861.0,3.91,Executive Director,615998.0,89.42,323555,10376595,38334.0,92.51,0,3002627,MI,3559759,Human Services,"Youth Development, Shelter, and Crisis Services"
266,100.0,778402.0,Covenant House Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7330,Houston,nan,154455.0,2.7,Executive Director,328174.0,92.96,416387,5928006,1650.0,95.02,0,4508629,TX,6029942,Human Services,"Youth Development, Shelter, and Crisis Services"
267,52.0,390768.0,The Cousteau Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3583,Chesapeake,nan,,,President,-444816.0,65.0,206441,5303548,-19167.0,57.99,0,815151,VA,986711,Environment,Environmental Protection and Conservation
268,97.0,6462226.0,Covenant House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4813,New York,nan,267625.0,0.36,President & CEO,-3890387.0,73.5,12929774,36889380,2617091.0,81.14,39799,53111542,NY,63725121,Human Services,"Youth Development, Shelter, and Crisis Services"
269,96.0,215157.0,Court Appointed Special Advocates of Orange County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9971,Santa Ana,nan,167979.0,7.0,Chief Executive Officer,484506.0,77.77,341455,1335463,31.0,84.02,0,1843045,CA,2884132,Human Services,Children's and Family Services
270,100.0,288975.0,Covenant House California,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4982,Hollywood,nan,215339.0,2.44,Executive Director,-411594.0,88.77,195999,10598002,128284.0,92.05,0,8319990,CA,8183730,Human Services,"Youth Development, Shelter, and Crisis Services"
271,92.0,81013.0,Court Appointed Special Advocates of Collin County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14953,McKinney,nan,,,Executive Director,443367.0,94.53,94186,3493310,90814.0,93.14,0,892016,TX,1419768,Human Services,Children's and Family Services
272,89.0,145428.0,Couple to Couple League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9969,Cincinnati,nan,65803.0,4.3,Executive Director,-42833.0,84.38,172502,916942,235530.0,86.49,0,1208885,OH,850873,Human and Civil Rights,Advocacy and Education
273,93.0,15018200.0,Council on Foreign Relations,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3580,New York,nan,1383635.0,1.97,President,31622000.0,83.39,4446000,421051800,18624200.0,87.25,0,50467000,NY,74238300,International,"International Peace, Security, and Affairs"
274,81.0,5777219.0,The Council of State Governments,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3579,Lexington,nan,224159.0,0.54,Executive Director,159238.0,85.71,378136,13627220,512860.0,83.18,186979,34753179,KY,12810945,Research and Public Policy,Social and Public Policy Research
275,100.0,551900.0,Covenant House Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5581,Fort Lauderdale,nan,178914.0,2.19,Executive Director,-657278.0,86.73,478252,2420171,-253418.0,90.61,0,7123892,FL,7750184,Human Services,"Youth Development, Shelter, and Crisis Services"
276,78.0,2332198.0,Country Music Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7253,Nashville,nan,490551.0,1.62,Executive Director,6964831.0,90.0,1088602,72345645,12915353.0,82.91,0,26761860,TN,3061103,"Arts, Culture, Humanities",Museums
277,82.0,502381.0,Council for National Policy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15486,Washington,nan,213962.0,8.41,Executive Director,195345.0,80.89,236915,1247145,27191.0,81.43,0,1802067,DC,1828854,Research and Public Policy,Social and Public Policy Research
278,89.0,251879.0,Council for Educational Change,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16027,Weston,nan,155001.0,6.16,Executive Director,-13745.0,83.16,133735,1162060,2629.0,85.77,0,2129573,FL,2401956,Education,Education Policy and Reform
279,74.0,2917549.0,Council of Independent Colleges,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10272,Washington,nan,1083432.0,7.71,President,1160041.0,87.74,159156,48815048,2839797.0,79.67,0,10961021,DC,10626986,Education,Education Policy and Reform
280,100.0,869898.0,Council for Economic Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5989,New York,nan,405630.0,7.49,"President, CEO",-353177.0,70.91,794220,4357518,806175.0,79.43,0,3749283,NY,4254049,Education,Adult Education Programs and Services
281,93.0,88623.0,Council for Children's Rights,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13905,Charlotte,nan,87932.0,3.75,Executive Director,187971.0,77.5,280589,962113,-85783.0,83.33,0,1970199,NC,2508100,Human Services,Children's and Family Services
282,89.0,1869633.0,COSI Center of Science and Industry,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6119,Columbus,nan,394903.0,2.09,"President, CEO",-1431998.0,82.04,589388,14998202,695819.0,85.1,0,16410457,OH,6192249,"Arts, Culture, Humanities",Museums
283,89.0,1333920.0,Council for a Strong America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8322,Washington,nan,205000.0,1.64,President,-2484174.0,97.21,648007,11024442,335067.0,91.97,0,10498050,DC,9659486,Research and Public Policy,Social and Public Policy Research
284,85.0,304776.0,Council of Social Concern,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15568,Woburn,nan,90476.0,4.57,Executive Director,-70628.0,73.51,98473,929316,48900.0,78.47,0,1574542,MA,1708032,Human Services,Children's and Family Services
285,100.0,4709741.0,Corporation for Supportive Housing,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3575,New York,nan,249651.0,0.83,President & CEO,9255.0,88.8,229248,35963486,469163.0,92.08,0,24918325,NY,11574136,Community Development,Housing and Neighborhood Development
286,81.0,1012374.0,Correctional Peace Officers Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7274,Sacramento,nan,105973.0,1.42,Chief Administrative Officer,192126.0,96.96,515370,14974505,254629.0,86.39,0,5934333,CA,7388059,Human Services,Multipurpose Human Service Organizations
287,93.0,169974.0,Corporate Accountability,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6179,Boston,nan,150569.0,2.54,President,-190717.0,92.5,240961,2480496,68.0,92.74,0,5515524,MA,5735452,Human and Civil Rights,Advocacy and Education
288,78.0,153794.0,Courage Worldwide,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15669,Rocklin,nan,81448.0,6.96,President & CEO,-268232.0,75.47,124289,1142011,90430.0,76.7,0,890848,CA,791901,International,Development and Relief Services
289,89.0,274853.0,Corporation for Jefferson's Poplar Forest,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7157,Forest,nan,133650.0,6.12,President and CEO,-19105.0,76.37,353739,15202443,188078.0,81.56,0,1552168,VA,1648134,"Arts, Culture, Humanities","Libraries, Historical Societies and Landmark Preservation"
290,89.0,63429.0,Coro New York Leadership Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13815,New York,nan,198480.0,7.29,Executive Director,-58759.0,86.24,362149,1151784,8799.0,87.54,0,2294927,NY,2097997,Education,Adult Education Programs and Services
291,89.0,150699.0,Cornerstone Theater Company,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16009,Los Angeles,nan,81146.0,6.8,Managing Director,-112466.0,81.72,143046,1372741,34090.0,84.91,0,898984,CA,991681,"Arts, Culture, Humanities",Performing Arts
292,73.0,776757.0,Cornerstone Schools of Alabama,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10549,Birmingham,nan,147700.0,3.3,Executive Director,384317.0,92.25,138120,7631067,97681.0,80.13,0,3552522,AL,3852178,Education,Youth Education Programs and Services
293,74.0,1233988.0,Cornerstone TeleVision,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5119,Wall,nan,149935.0,2.63,"President, CEO",-575290.0,66.04,1099380,3913390,9313.0,69.75,0,3358950,PA,3268310,Religion,Religious Media and Broadcasting
294,82.0,209084.0,Cornerstone Schools Association,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6988,Detroit,nan,153680.0,1.99,"President, CEO",582276.0,86.34,753626,11057217,-79284.0,84.02,0,6753974,MI,6078819,Education,Youth Education Programs and Services
295,92.0,196951.0,The CornerStone Rescue Mission,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11046,Rapid City,nan,55090.0,1.52,Executive Director,107432.0,94.85,42327,4163672,-1095.0,93.27,0,3364661,SD,3457965,Human Services,Homeless Services
296,97.0,725361.0,Covenant House Alaska,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11837,Anchorage,nan,138864.0,1.93,Executive Director,-1527333.0,93.88,645321,18210208,86913.0,95.18,0,5798025,AK,5407904,Human Services,"Youth Development, Shelter, and Crisis Services"
297,89.0,496555.0,Cornerstone Assistance Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16984,Fort Worth,nan,111260.0,3.53,Executive Director,-98674.0,96.04,157425,4059926,348794.0,91.73,0,2493352,TX,2268451,Human Services,Social Services
298,89.0,9466.0,Coulee Region Humane Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9447,Onalaska,nan,61309.0,5.5,Executive Director,22004.0,94.42,40103,6396822,70532.0,91.27,0,1063320,WI,476666,Animals,"Animal Rights, Welfare, and Services"
299,92.0,537212.0,Coptic Orphans,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8674,Merrifield,nan,100162.0,1.49,Executive Director,3649563.0,93.67,779933,17201086,253739.0,92.78,0,5385753,VA,10098722,International,Development and Relief Services
300,100.0,209912.0,Coral Reef Alliance,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7456,Oakland,nan,151202.0,6.01,Executive Director,764665.0,91.59,281831,2387916,19361.0,94.05,0,2020347,CA,3256953,Environment,Environmental Protection and Conservation
301,100.0,136070.0,Cooperative for Education,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11619,Cincinnati,nan,106271.0,3.11,Executive Director,-715594.0,95.0,317610,3271533,35356.0,96.46,0,2958366,OH,2171948,International,Development and Relief Services
